Plataforma;Tabla BD;Tag Tabla API;Campo BD;Tag Campo API;Tipo Dato;Formato;Campo personalizado de usuario;Etiqueta;Ayuda;Tipo;Tag Tabla GraphQL;Tag Campo GraphQL
API;galartic;products;dep_art;description_short;character;x(800);no;Descripción Propia;Introduzca la Descripción Propia del Artículo;opcional;product                                           ;description_short        
API;galartic;products;desc_art;is_compounded;logical;S/N;no;Artículos Descompuesto;Indica si el Artículo es un descompuesto;opcional;product                                           ;is_compounded            
API;galartic;products;fec_art;creation_date;date;99/99/9999;no;Fecha Creacion;Fecha de Creación del Artículo;opcional;product                                           ;creation_date            
API;galartic;products;gas_art;is_expenses;logical;yes/no;no;Artículo de Gastos;Artículo de Gastos;opcional;product                                           ;is_expenses              
API;galartic;products;gfl_art;has_fluorinated_gas;logical;yes/no;no;Contiene Gas Fluorado;Contiene Gas Fluorado;opcional;product                                           ;has_fluorinated_gas      
API;galartic;products;her_art;is_tool;logical;Si/No;no;Tipo de Herramienta;Artículo de tipo Herramienta;opcional;product                                           ;is_tool                  
API;galartic;products;Id_unico;unique_id;int64;99999999999999999999;no;Id único;;opcional;product                                           ;unique_id                
API;galartic;products;kit_art;is_kit;logical;S/N;no;Kit;Introduzca (S/N) Es un Kit;opcional;product                                           ;is_kit                   
API;galartic;products;mac_art;is_ancilliary;logical;Si/No;no;Material Accesorio;Indica si el Artículo es un Material Accesorio;opcional;product                                           ;is_ancilliary            
API;galartic;products;mar_art;brand_id;integer;Z999;no;Código Marca;Introduzca el Código de la Marca a la que pertenece el Articulo;opcional;product                                           ;brand_id                 
API;galartic;products;mon_art;is_assembled;logical;S/N;no;Montaje;Artículo de Montaje;opcional;product                                           ;is_assembled             
API;galartic;products;nec_art;include_in_necessity_list;logical;S/N;no;Artículo con Stock Pdte Servir;¿Considerar Todos los Artículos con Stock Pdte. Servir?;opcional;product                                           ;                         
API;galartic;products;nom_mar;brand_name;character;x(40);no;Nombre Marca;Introduzca la Marca de Artículo;opcional;product                                           ;                         
API;galartic;products;obs_art;notes;character;X(1600);no;Observaciones;Introduzca Observaciones del Articulo;opcional;product                                           ;notes                    
API;galartic;products;pao_art;is_work_item;logical;si/no;no;Partida de Obras;Partida de Obras;opcional;product                                           ;is_work_item             
API;galartic;products;precio_cero;is_on_request;logical;yes/no;no;Bajo Consulta;;opcional;product                                           ;is_on_request            
API;galartic;products;pub_art;is_published;logical;S/N;no;Publicable;Indica si el Art?culo es Publicable en Web;opcional;product                                           ;is_published             
API;galartic;products;ref_art;code_reference;character;X(24);no;Referencia Fabricante;Introduzca Referencia del Fabricante para el Artículo;opcional;product                                           ;reference                
API;galartic;products;ret_fle;has_freight_retention;logical;Si/No;no;Retención Fletes;Efectuar Retención de Fletes;opcional;product                                           ;has_freight_retention    
API;galartic;products;ser_art;is_service;logical;S/N;no;Servicios;¿Es un Artrículo de Servicios?;opcional;product                                           ;is_service               
API;galartic;products;tas_art;has_recycling_tax;logical;S/N;no;Tasa Reciclaje;¿Artículo con Tasa de Reciclaje?;opcional;product                                           ;has_recycling_tax        
API;galartic;products;teq_art;equivalency_mode;character;X(1);no;Tipo de Agrupación;Introduzca tipo de Agrupación;opcional;product                                           ;equivalency_mode         
API;galartic;products;tgf_art;fluorinated_gas_type;character;x(20);no;Tipo de Gas;;opcional;product                                           ;fluorinated_gas_type     
API;galmarca;brands;nom_mar;brand_name;character;X(40);no;Nombre Marca;Introduzca el Nombre de la Marca;obligatorio;product_brand                                     ;brand_name               
API;gcconfpc;purchaseOrderConfirmations;cif_cli;customer_vat_id;character;X(18);no;C.I.F.;Introduzca el C.I.F. / D.N.I. del Cliente;opcional;                                                  ;                         
API;gcconfpc;purchaseOrderConfirmations;cif_pro;supplier_vat_id;character;x(18);no;CIF G2G;CIF G2G;opcional;                                                  ;                         
API;gcconfpc;purchaseOrderConfirmations;cod_del;branch_id;integer;99;no;Empresa;Intoduzca la delegación;opcional;                                                  ;                         
API;gcconfpc;purchaseOrderConfirmations;cod_ent;company_id;integer;99;no;Empresa;Intoduzca la empresa;opcional;                                                  ;                         
API;gcconfpc;purchaseOrderConfirmations;cod_pro;supplier_id;integer;9999;no;Código Proveedor;Introduzca el Código de Proveedor;opcional;                                                  ;                         
API;gcconfpc;purchaseOrderConfirmations;cod_prot;protocol;character;x(4);no;Protocolo;Protocolo;opcional;                                                  ;                         
API;gcconfpc;purchaseOrderConfirmations;dtp_copc;special_discount;decimal;->9.99;no;Descuento Pronto Pago;Introduzca +/- % Descuento Pronto Pago del Pedido;opcional;                                                  ;                         
API;gcconfpc;purchaseOrderConfirmations;est_copc;confirmation_state;character;x;no;Estado;(A)bierta (C)errada;opcional;                                                  ;                         
API;gcconfpc;purchaseOrderConfirmations;fec_copc;confirmation_date;date;99/99/9999;no;Fecha Recepción Confirmación;;opcional;                                                  ;                         
API;gcconfpc;purchaseOrderConfirmations;Id_unico;unique_id;int64;99999999999999999999;no;Id único;;excluido;                                                  ;                         
API;gcconfpc;purchaseOrderConfirmations;Id_unico_pc;purchase_order_unique_id;int64;99999999999999999999;no;Id único;;opcional;                                                  ;                         
API;gcconfpc;purchaseOrderConfirmations;num_copc;purchase_order_confirmation_id;integer;9999;no;Confirmación;;opcional;                                                  ;                         
API;gcconfpc;purchaseOrderConfirmations;num_cpp;purchase_order_id;integer;9999999;no;Número Pedido;Introduzca el Número del Pedido de Compra;opcional;                                                  ;                         
API;gcconfpc;purchaseOrderConfirmations;pro_amb;supplier_ambit;integer;>>9;no;Ambito;Introduzca el Ambito del Proveedor;excluido;                                                  ;                         
